Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
11,SEMA3B,0.29,43.7,4.37E-279
11,PSMA7,0.65,89.1,1.76E-278
11,ZMYND8,0.25,65.7,8.78E-277
11,PRKDC,0.35,69.1,1.19E-275
11,GFPT1,0.36,73.1,2.98E-275
11,PPP2R2A,0.28,56.8,3.34E-275
11,NUDT4,0.28,54.5,9.07E-275
11,YWHAE,0.44,89.2,1.33E-274
11,TMEM14C,0.33,73.1,2.61E-274
11,NDUFS2,0.27,68.1,3.01E-274
11,HSPH1,0.39,77.7,6.24E-274
11,TSC22D3,-1.76,27.8,2.32E-273
11,CD2AP,0.28,74.8,3.08E-273
11,TSPAN3,0.29,82.5,6.96E-273
11,NDUFS4,0.28,60.2,4.03E-272
11,C8orf59,0.38,74.4,8.37E-272
11,IER3,0.56,89.1,9.44E-272
11,SF3B6,0.42,79.4,5.76E-271
11,ILF2,0.29,65.4,1.81E-270
11,ACTG1,0.6,98.4,9.51E-270
11,SSBP1,0.37,71.9,1.15E-269
11,LAPTM4A,0.38,79.2,3.54E-269
11,NENF,0.33,64.7,3.45E-268
11,APH1A,0.27,63,1.28E-267
11,PPIF,0.29,51,3.28E-267
11,ENO1,0.55,88.8,7.87E-267
11,SNRPF,0.33,72.6,1.77E-266
11,PGK1,0.53,80.3,6.61E-266
11,TIMM13,0.32,73.8,9.37E-265
11,G3BP1,0.3,74.4,1.97E-262
11,RAB11FIP1,0.52,85.7,6.86E-262
11,QPRT,0.46,41.8,9.31E-262
11,FOXO3,0.32,59.1,1.59E-261
11,PPP4C,0.26,69.7,2.09E-260
11,NDUFA4,0.47,90.9,1.32E-258
11,HBEGF,0.36,51.5,1.99E-258
11,MTMR11,0.27,34.7,2.39E-258
11,PSMB1,0.47,84.3,3.55E-258
11,CAPZA2,0.26,67,4.78E-258
11,RAB7A,0.26,71.7,1.83E-257
11,CAPN2,0.36,69.6,6.92E-257
11,P4HA1,0.28,43.9,1.85E-256
11,PDXK,0.36,67.5,1.03E-255
11,ALDH2,0.3,71.9,2.01E-255
11,C2CD4B,0.26,18.1,4.12E-255
11,YIPF3,0.26,65.3,1.05E-254
11,ATP6V1F,0.27,71.4,1.25E-254
11,CHCHD2,0.43,94.5,2.26E-254
11,EIF2A,0.26,54.9,1.91E-253
11,ADRM1,0.29,62,9.48E-253
11,TOB1,0.36,81.4,1.31E-252
11,PDCD5,0.28,63.7,2.87E-252
11,IGKC,-4.26,85.2,1.48E-251
11,IGBP1,0.35,64.7,1.05E-249
11,ACBD3,0.29,66.7,1.01E-248
11,NDRG1,0.54,56.6,1.21E-248
11,EBP,0.26,57.5,2.83E-248
11,JUND,-0.78,91.3,6.09E-248
11,GALNT5,0.25,38.2,1.09E-247
11,PSMB2,0.27,65,1.69E-247
11,EIF3M,0.34,68.5,2.48E-247
11,PTPRC,-1.64,4.7,4.54E-247
11,LRRC75A,0.3,54,7.18E-246
11,NARS,0.27,64.9,4.43E-245
11,RAN,0.37,84.9,2.10E-242
11,CD48,-1.19,2.3,2.37E-242
11,UQCRC2,0.34,70.8,2.97E-242
11,CLTC,0.31,72.8,9.33E-242
11,TALDO1,0.35,70.4,2.19E-241
11,SEPT2,0.27,70.9,3.51E-241
11,LAMTOR5,0.33,78.8,5.98E-241
11,HSPB1,0.59,76.3,2.14E-240
11,ECHS1,0.33,74.5,3.59E-240
11,DYNLRB1,0.38,77.5,2.98E-239
11,NDUFB5,0.31,67.8,4.44E-239
11,DYNC1H1,0.31,78.5,1.03E-237
11,PDIA4,0.38,75.2,1.37E-237
11,NDUFAB1,0.39,74.8,5.44E-236
11,SURF4,0.25,66.5,1.48E-235
11,RPS18,0.52,99.5,1.63E-235
11,LMNA,0.3,77.1,2.83E-235
11,C6orf48,0.26,67.4,4.01E-235
11,IER5L,0.33,64.8,6.62E-235
11,EEF2,0.46,92.2,8.26E-235
11,CD55,0.48,49.9,2.82E-234
11,SEC63,0.25,62.4,6.40E-234
11,NDUFA4L2,0.47,12.3,1.89E-233
11,ST13,0.34,81.1,1.95E-233
11,GDI2,0.3,74,7.98E-233
11,TBCA,0.32,71.1,3.45E-232
11,LGALS3,0.34,96.2,3.15E-231
11,PSMA3,0.27,63.8,5.83E-231
11,PSMA4,0.3,70.3,8.25E-231
11,TCP1,0.27,70.3,7.53E-230
11,EIF3I,0.27,68.3,5.32E-229
11,FAM120A,0.28,77.5,7.42E-228
11,KDELR1,0.34,78.7,2.62E-226
11,LSM5,0.25,66,5.81E-226
11,SDC1,0.25,58.3,9.96E-225
11,GSTO1,0.26,65.9,1.80E-224
11,RPL36,0.39,99.4,2.32E-224
11,SLC38A1,0.26,75.2,5.37E-224
11,PYCARD,0.27,65.9,3.52E-223
11,EIF3D,0.29,74.2,1.00E-222
11,CYTIP,-1.1,4.5,1.13E-221
11,INSR,0.28,59.8,2.02E-221
11,ABTB1,0.25,32.3,4.33E-221
11,RGS1,-1.7,6,1.26E-220
11,YWHAQ,0.26,76.3,1.33E-220
11,NOP56,0.25,65.6,2.72E-218
11,UQCRH,0.41,91.3,3.33E-218
11,PHB2,0.33,69.7,3.63E-218
11,TGOLN2,0.34,84.9,1.16E-217
11,MRPS34,0.28,72.3,1.88E-217
11,AL365226.2,0.31,15.6,3.45E-217
11,RPL7A,0.54,98.5,8.72E-217
11,CXCL8,-0.33,29.6,3.56E-216
11,RACK1,0.43,94.3,4.98E-216
11,GPR160,0.31,47.1,4.02E-215
11,TUFM,0.34,80.7,4.65E-215
11,JUNB,-1,85,6.22E-215
11,YWHAB,0.47,92.4,7.70E-215
11,PABPC1,0.43,77.2,1.99E-214
11,GMFG,-0.96,2.8,2.29E-213
11,RPN1,0.28,69.8,3.61E-213
11,ZMIZ1,0.32,37.6,4.71E-212
11,ZNHIT1,0.27,75.1,4.90E-212
11,INSIG1,0.5,45.2,1.04E-209
11,TMEM176B,0.33,64,1.05E-209
11,RTN4,0.32,81,3.19E-209
11,PDIA6,0.43,83.7,5.02E-208
11,YWHAZ,0.36,89.2,3.96E-207
11,ATP5MF,0.34,79.6,8.84E-207
11,TXNDC17,0.29,74.6,3.92E-205
11,RPL35,0.45,99.1,5.32E-205
11,FXYD3,-0.29,87.2,1.46E-204
11,TSPAN1,-0.25,77.8,3.14E-204
11,XRCC5,0.32,79.9,4.12E-204
11,SEC61A1,0.26,65.2,4.31E-204
11,RPL36A,0.36,77.2,6.63E-204
11,DUSP1,-0.94,61,1.82E-203
11,RPLP0,0.44,96.8,3.08E-203
11,EIF5B,0.3,84.9,8.47E-203
11,P4HB,0.4,85.5,7.13E-202
11,RPS2,0.47,99.3,3.55E-199
11,SNRPG,0.27,75.6,8.97E-199
11,COL9A2,0.27,17.5,3.60E-198
11,LDHA,0.56,84.2,4.99E-196
11,AC020656.1,0.49,20,1.04E-195
11,SNRPD2,0.3,82.2,3.19E-194
11,GAS6,0.25,49.5,5.38E-194
11,CMPK1,0.26,79.4,9.41E-191
11,ATP6V1G1,0.36,86.2,2.19E-190
11,HMGB1,0.33,95.5,2.15E-189
11,KLK1,-0.26,40.8,3.66E-189
11,CD52,-1.63,2.9,1.80E-188
11,RPS21,0.48,95.8,1.45E-186
11,BTF3,0.43,90.1,3.64E-186
11,NSA2,0.29,78.7,5.49E-184
11,MGST3,0.26,64.7,1.37E-183
11,TSPO,0.34,88.1,5.25E-183
11,HSPE1,0.32,82.2,7.98E-183
11,TMEM176A,0.28,58.4,9.67E-183
11,TPI1,0.42,92.5,1.73E-182
11,CLTB,0.38,76.8,1.15E-181
11,TSHZ2,0.26,19.6,1.60E-181
11,GYPC,-0.71,1.3,3.96E-181
11,ATP5F1C,0.28,74.7,2.17E-179
11,MRPL51,0.26,72.1,2.35E-179
11,LSM7,0.28,81.9,3.04E-178
11,RPS7,0.47,96.5,2.14E-177
11,RAB2A,0.28,78.8,6.94E-177
11,PTGES3,0.3,85.6,3.85E-176
11,MUC17,0.41,19.6,1.64E-175
11,RPL4,0.38,92.5,6.74E-173
11,CD69,-1.71,3.6,1.15E-171
11,PPDPF,0.3,95.8,2.53E-171
11,CSNK1A1,0.26,85.8,1.26E-170
11,EIF3A,0.28,83.9,8.89E-169
11,RHOB,0.32,73.1,1.25E-168
11,RPL31,0.36,94.5,1.60E-168
11,CD53,-0.92,3.1,4.37E-167
11,HSPA6,0.5,22,6.06E-166
11,RPL39,0.29,85.6,1.49E-164
11,ZNF292,0.29,74.2,1.88E-164
11,RPL37,0.36,99.4,5.72E-164
11,SAP18,0.3,90.3,7.58E-162
11,ARGLU1,0.39,92.5,4.64E-161
11,HDLBP,0.26,81.3,3.59E-160
11,GNG5,0.34,86.6,5.18E-160
11,ATP5F1B,0.33,87.2,3.73E-158
11,CD37,-1.03,2.6,4.90E-158
11,RPL37A,0.39,98.1,1.21E-157
11,EIF4B,0.25,77.4,7.76E-157
11,SERBP1,0.27,88.7,2.13E-155
11,RPS3,0.35,94.3,2.82E-155
11,FOSB,-0.79,63.5,6.56E-155
11,APOL1,0.34,26.1,8.38E-154
11,TMBIM6,0.33,95.2,1.45E-153
11,GSN,-0.31,70,7.38E-153
11,TAGLN2,0.33,86.3,1.05E-151
11,RBM3,0.32,84.4,1.39E-151
11,COX5A,0.25,85.2,3.15E-151
11,LSP1,-0.76,3.1,3.84E-150
11,GCC2,0.27,87.6,5.91E-150
11,SLC25A6,0.36,92.4,6.26E-150
11,ID1,0.36,69,8.48E-147
11,PEBP1,0.26,84,1.47E-146
11,NPM1,0.34,84.5,2.32E-146
11,YBX1,0.31,92.9,3.29E-146
11,NACA,0.29,97.5,1.89E-144
11,LAPTM5,-1.23,4.9,2.93E-144
11,EVI2B,-0.67,3,5.20E-144
11,PDIA3,0.3,84.6,6.42E-144
11,TMEM54,-0.28,79.7,1.72E-142
11,VMP1,0.36,88.1,4.38E-142
11,LCP1,-1.1,3,1.13E-141
11,ZNF331,-1.28,4.8,8.29E-141
11,CSDE1,0.26,83.8,1.47E-140
11,EIF4G2,0.26,88.7,2.04E-140
11,UBXN4,0.25,86.1,6.36E-140
11,BTG1,-1.06,84.5,1.45E-137
11,LGALS4,-0.31,94,6.28E-137
11,RPL22L1,0.3,76.1,3.04E-136
11,ATP5MC3,0.27,88.4,2.36E-135
11,SELENOP,-0.66,57.5,2.43E-134
11,RPL24,0.3,98.1,1.63E-133
11,SEC61G,0.29,87.8,6.41E-133
11,ARHGDIB,-1.19,15.9,1.33E-131
11,RPL23,0.55,94.4,4.88E-131
11,TNFAIP2,0.42,22,5.24E-131
11,HCST,-1.05,2.3,1.65E-130
11,MTDH,0.26,85.8,4.68E-130
11,RPL35A,0.31,98.6,1.74E-128
11,CD27,-0.67,1.4,1.12E-127
11,ARF1,0.3,88.8,2.03E-126
11,COX7A2,0.27,91.9,6.54E-125
11,NDUFS5,0.27,87.3,1.74E-124
11,EMP3,-0.8,12.9,2.87E-124
11,RHOH,-0.72,2.2,3.77E-124
11,HCLS1,-0.6,2,8.25E-121
11,GPR183,-1.2,3.2,5.57E-120
11,CD79A,-0.78,1.8,2.55E-118
11,CLEC2B,-0.85,2.8,6.71E-118
11,GNAS,0.33,94.6,1.07E-117
11,RPS6,0.34,99,4.06E-117
11,SLC25A3,0.31,89.2,1.71E-116
11,CXCR4,-2.07,17.6,7.54E-116
11,MZB1,-1.52,3.8,1.79E-114
11,SLC25A5,0.3,84.5,3.16E-114
11,CD3D,-1.31,2,4.54E-113
11,JCHAIN,-4.08,34.5,1.94E-112
11,TAGAP,-0.7,2.5,2.09E-111
11,HINT1,0.26,91.5,1.04E-109
11,IFI6,0.27,38.5,1.19E-109
11,TENT5C,-0.77,20.7,1.44E-108
11,SAMSN1,-0.88,2.7,2.03E-107
11,KCNQ1OT1,0.48,72.8,2.49E-107
11,TRAC,-1.14,2.3,4.87E-107
11,AL135925.1,0.27,21.7,3.43E-106
11,GUK1,0.27,89.1,2.04E-105
11,PDCD4,-0.85,54.1,3.71E-105
11,ITM2A,-0.69,1.3,5.89E-105
11,CD3E,-1.01,1.8,1.97E-104
11,CD2,-1.2,2.1,6.23E-103
11,RPS4X,0.32,98.2,7.57E-103
11,MYL12B,0.28,94.4,8.09E-102
11,EGR3,0.26,27.7,2.41E-101
11,FKBP5,-0.77,10.7,3.33E-101
11,APBB1IP,-0.59,0.7,3.59E-101
11,PDE4B,-0.63,3.9,3.81E-101
11,GLIPR1,-0.73,4.9,1.01E-99
11,RPS23,0.26,96.5,1.47E-99
11,TNFRSF17,-0.57,0.7,1.88E-99
11,IL7R,-1.89,3.9,2.77E-99
11,DERL3,-0.63,2,2.31E-98
11,LGALS1,-1.25,17.9,3.62E-98
11,ZG16,-3.32,5.2,4.97E-98
11,SMAP2,-0.96,20.8,1.08E-97
11,TRBC2,-1.14,2.2,1.31E-97
11,CA1,-1.92,2,1.48E-97
11,RPL13,0.3,99.1,2.13E-97
11,RPL10A,0.27,96.5,1.16E-96
11,DDX5,-0.56,92.6,9.05E-96
11,MUC12,-0.42,59.9,8.44E-95
11,TCF4,-0.56,1.4,2.01E-94
11,RPS20,0.25,96.1,1.07E-93
11,SLAMF7,-0.38,1.2,2.23E-93
11,CD3G,-0.98,1.5,1.28E-92
11,HSPA5,0.27,89.3,3.65E-92
11,IKZF1,-0.54,1.4,1.66E-91
11,B2M,-0.61,51.4,7.35E-90
11,SLC2A3,-0.82,4.2,1.96E-89
11,FOS,-0.59,82.3,3.98E-89
11,FYB1,-1.11,7.5,5.90E-89
11,TMSB4X,-0.63,98.3,1.79E-88
11,DOCK2,-0.42,0.7,2.62E-87
11,REG1A,1.27,13.4,7.95E-86
11,DMBT1,0.59,16.8,1.09E-84
11,BASP1,-0.6,3.1,1.45E-84
11,HERPUD1,-0.94,63.4,2.39E-84
11,LY96,-0.29,0.9,3.45E-84
11,ATF3,0.25,53.1,4.62E-84
11,ZFP36,-0.65,71.4,1.01E-83
11,A1BG,-0.3,0.7,1.09E-83
11,PRDM1,-0.78,14.9,2.16E-82
11,POU2AF1,-0.33,1.3,4.41E-82
11,SLC4A4,-0.66,5.3,1.04E-81
11,LTB,-1.24,4.6,1.99E-81
11,MDFIC,-0.37,1.3,8.74E-81
11,STK17B,-0.89,27.4,3.36E-80
11,IRF4,-0.46,1,5.69E-78
11,NEAT1,0.36,99.9,7.98E-78
11,RPL21,0.38,96.2,1.41E-77
11,ITGA4,-0.38,0.5,2.42E-77
11,NR3C1,-0.45,1.3,3.82E-77
11,IKZF3,-0.6,3.3,1.07E-76
11,SLA,-0.68,1.6,1.12E-76
11,KLHL6,-0.27,0.4,1.40E-76
11,CD38,-0.28,0.7,2.50E-75
11,FNBP1,-0.66,16.1,8.18E-75
11,IL10RA,-0.37,1.6,9.06E-75
11,NFKBIA,-0.79,59.8,1.60E-74
11,BTG2,-0.62,67.3,2.30E-74
11,RARRES3,-0.77,16.5,4.10E-74
11,RCSD1,-0.39,0.7,2.14E-73
11,MT1M,-0.97,3.8,2.96E-73
11,HLA-DPA1,-1.5,9.1,5.34E-73
11,CD7,-0.88,2,8.16E-73
11,CD79B,-0.4,0.6,1.13E-72
11,RAC2,-0.78,16.2,1.37E-72
11,TRBC1,-1.18,1.9,3.59E-72
11,TNFRSF18,-0.54,1.6,6.26E-72
11,FAM107B,-0.71,26.1,7.72E-72
11,MEF2C,-0.36,3,1.34E-70
11,ITGB2,-0.59,1.8,3.18E-70
11,H3F3B,-0.43,97.4,1.00E-69
11,SELENOK,-0.64,62.8,1.02E-69
11,MUC2,-1.04,38.4,4.70E-69
11,WIPF1,-0.51,5.8,2.28E-68
11,CCL5,-1.73,2.2,2.41E-68
11,HLA-DPB1,-1.53,6.2,2.96E-68
11,IGKJ5,-0.54,0.3,7.06E-68
11,KLRB1,-1.35,1.2,1.66E-67
11,CLEC2D,-0.7,3.7,4.38E-67
11,BCL2,-0.41,3.1,4.70E-67
11,DOCK8,-0.42,2.8,9.01E-67
11,CREM,-1.13,13,2.39E-66
11,DOCK10,-0.38,0.7,2.46E-66
11,MSN,-0.68,14.9,4.66E-66
11,ICAM3,-0.54,18,1.15E-65
11,GPSM3,-0.57,8.4,8.31E-65
11,NR4A3,-0.62,3.7,3.40E-64
11,JUN,-0.48,93.5,5.76E-64
11,CORO1A,-0.64,6.6,1.44E-63
11,IGHA2,-3.07,10.9,1.93E-62
11,IGHA1,-3.61,58.3,3.62E-62
11,ADA2,-0.3,3,6.35E-62
11,MS4A12,-0.93,3.2,1.26E-61
11,SLC9A3,-0.45,27,2.53E-61
11,WAS,-0.35,1.2,1.20E-60
11,CHST11,-0.29,0.7,1.72E-60
11,GPR65,-0.59,1.5,3.80E-60
11,LCP2,-0.51,2.1,5.54E-60
11,PTPN22,-0.62,4.2,1.13E-59
11,CA4,-0.82,1,1.81E-59
11,GUCA2B,-1.97,2.5,1.49E-58
11,FMNL1,-0.33,1.2,2.25E-58
11,GIMAP7,-0.58,1,3.55E-58
11,HSPA1A,-0.35,50.5,2.63E-57
11,AC004687.1,-0.42,2.4,2.73E-57
11,ST8SIA4,-0.26,0.5,2.98E-57
11,MT2A,-1.26,39.8,3.66E-57
11,ANKRD12,-0.55,67.9,1.55E-56
11,TGFB1,-0.36,4.4,1.55E-56
11,SEPT6,-0.39,4,1.65E-56
11,CDKN2B-AS1,-0.57,1.7,2.67E-56
11,RPS26,-0.4,88,5.26E-56
11,IL16,-0.27,0.7,2.19E-55
11,DUSP2,-1.04,23.1,6.64E-55
11,GUCA2A,-2.25,7.6,1.07E-54
11,NR4A2,-1.06,35.2,3.26E-54
11,CA2,-1.34,18.1,6.04E-54
11,FN1,0.7,13,2.09E-53
11,DOK2,-0.4,0.7,9.09E-53
11,CD177,-0.99,2.3,1.35E-52
11,PPM1K,-0.45,7.9,1.47E-50
11,RUNX3,-0.63,6.4,2.28E-50
11,ALOX5AP,-0.74,5.5,3.21E-50
11,HLA-DQA1,-0.5,0.9,4.73E-50
11,SPOCK2,-0.66,4,9.21E-50
11,GLIPR2,-0.31,2.6,9.31E-50
11,SCNN1B,-0.35,1.9,1.55E-49
11,RGS2,-0.83,20.3,1.79E-49
11,GIMAP4,-0.46,1.4,2.38E-48
11,TNFAIP3,-1.42,35.2,8.95E-48
11,FGL2,-0.51,1.6,2.64E-47
11,HMGCS2,-0.74,10.1,3.11E-47
11,EIF1,-0.44,93.5,6.36E-47
11,SOCS3,-0.64,22,9.53E-47
11,C2orf88,-0.55,8.7,5.69E-46
11,ACAP1,-0.33,2.1,7.76E-46
11,SELENBP1,-0.45,48.4,8.71E-46
11,PIM2,-0.52,13.6,9.67E-46
11,CST7,-0.65,2.4,1.63E-45
11,CCDC69,-0.28,4.9,2.05E-45
11,MT1H,-0.91,3.2,2.36E-45
11,PHGR1,-1.59,88.7,2.42E-45
11,SYNE1,-0.3,2.6,8.95E-44
11,BIN2,-0.31,2.7,1.49E-43
11,RASGRP1,-0.41,2,2.09E-43
11,KLF2,-0.86,29.5,1.25E-42
11,PLEK,-0.45,1.7,1.41E-42
11,POU2F2,-0.45,6.5,4.46E-42
11,RAB27A,-0.48,10,1.93E-41
11,EVL,-0.4,2.9,2.02E-41
11,EMB,-0.47,8.9,7.72E-41
11,QKI,-0.32,5.9,1.02E-40
11,CCL4,-1.95,4.6,4.95E-40
11,COL4A2,-0.25,12.4,1.71E-39
11,UGT2A3,-0.3,2.5,2.78E-38
11,MIR29B2CHG,-0.38,8.2,3.41E-38
11,CHP2,-0.43,5.8,1.50E-37
11,AQP8,-1.71,4,1.88E-37
11,RASSF5,-0.34,4.7,2.08E-37
11,IER2,-0.44,87.5,9.07E-37
11,CITED2,-0.57,36.3,1.17E-36
11,SNRPN,-0.26,4.8,1.29E-36
11,AC058791.1,-0.79,22,3.19E-36
11,CD83,-0.96,8.8,7.18E-36
11,CLCA4,-1.79,3.7,7.51E-36
11,ISG20,-0.56,39.2,7.65E-36
11,APOBEC3G,-0.32,2.8,1.32E-35
11,AC044849.1,-0.4,5.4,2.23E-35
11,PPP1R10,-0.45,65,8.59E-35
11,RARRES2,-0.31,19.6,1.21E-34
11,CD74,-1.31,43.5,2.05E-34
11,FERMT3,-0.31,5.9,3.48E-34
11,RPL36AL,-0.25,92.9,4.35E-34
11,TP53INP1,-0.46,16.4,5.94E-33
11,RGCC,-0.86,21.2,1.53E-32
11,NCKAP1L,-0.3,5,1.46E-31
11,UGT2B17,-0.65,7.3,7.59E-31
11,RORA,-0.56,8.2,2.29E-30
11,LGALS2,-0.49,7.8,3.92E-30
11,AC016831.7,-0.3,4.9,4.07E-29
11,UBB,-0.25,94.6,5.12E-29
11,PER1,-0.38,10.7,2.37E-28
11,SMCHD1,-0.5,47.4,4.10E-28
11,SEPT1,-0.34,6.2,4.79E-28
11,FABP2,-0.4,8.2,9.40E-28
11,PLXDC2,-0.29,4.8,2.62E-27
11,ZFP36L2,-0.44,94.7,1.17E-26
11,FCGRT,-0.25,64.1,3.67E-26
11,COL1A1,-1.07,11.3,1.07E-25
11,PREX1,-0.33,5.5,5.84E-25
11,ATP1B3,-0.32,71.7,6.07E-25
11,NAAA,-0.39,10.9,2.84E-24
11,SMIM14,-0.27,51.6,5.45E-24
11,HLA-DRB5,-0.78,6.7,1.13E-23
11,MT1E,-1.04,28.6,1.19E-23
11,LINC02023,-0.35,4.4,2.21E-23
11,CFD,-0.68,19.5,1.02E-22
11,KLF9,-0.44,15.8,1.10E-22
11,HLA-E,-0.33,91.5,1.23E-22
11,SLC26A2,-0.47,6.7,2.35E-22
11,LPXN,-0.28,7.2,5.53E-22
11,ERO1B,-0.26,8,5.78E-22
11,YPEL5,-0.71,52.7,6.38E-22
11,BST2,-0.27,23.5,6.26E-21
11,METRNL,-0.26,38.8,6.95E-21
11,ARL4C,-0.79,16.8,7.90E-21
11,AKNA,-0.38,10.5,9.90E-21
11,ST6GALNAC1,-0.47,30.2,1.18E-20
11,SARAF,-0.6,70,1.19E-20
11,MCL1,-0.35,79.9,6.76E-20
11,TMEM236,-0.31,7.3,8.86E-20
11,FYN,-0.55,10.2,9.98E-20
11,RASGEF1B,-0.4,9.8,1.56E-19
11,METTL7A,-0.26,14.5,1.61E-19
11,ANPEP,-0.71,8.8,2.57E-19
11,ITLN1,-1.32,5.2,2.77E-19
11,LITAF,-0.34,61.1,3.15E-19
11,REP15,-0.76,5.1,3.24E-19
11,GADD45B,-0.64,48,3.64E-18
11,S100A4,-0.47,54.3,1.09E-17
11,PIP4K2A,-0.48,14.1,1.17E-17
11,NFKBID,-0.31,7.5,1.43E-17
11,IRF1,-0.42,60.6,5.49E-17
11,HIF1A,-0.25,41.6,6.47E-17
11,MCUB,-0.27,6.4,9.97E-17
11,CD14,-0.51,5.5,1.31E-16
11,RAB30,-0.3,11.8,1.39E-16
11,PIK3R1,-0.39,48.6,2.42E-16
11,CTSC,-0.26,36.5,2.48E-16
11,NXPE1,-0.47,12.2,1.40E-15
11,ANXA1,-0.61,34.8,2.96E-15
11,CRYBG1,-0.31,37.8,3.15E-15
11,STK4,-0.27,50,3.79E-15
11,MT1G,-1.71,26.1,4.08E-15
11,MKI67,-0.27,11.9,5.49E-15
11,IGLC2,-4.03,47.5,1.20E-14
11,KCTD12,-0.33,7.8,1.66E-14
11,ELF1,-0.25,66.1,1.99E-14
11,ACP5,-0.32,5.7,2.45E-14
11,EIF4A3,-0.26,54.5,3.72E-14
11,PADI2,-0.35,12.9,6.60E-14
11,AMN,-0.41,42.1,2.34E-13
11,NXPE4,-0.42,12.4,3.52E-13
11,TNFAIP8,-0.43,18.7,5.57E-13
11,VSIG2,-0.45,18,9.75E-13
11,PKIB,-0.56,15.3,1.80E-12
11,FRYL,-0.35,59,1.84E-12
11,DUSP5,-0.35,25.2,2.15E-12
11,HLA-DMA,-0.28,7.2,2.81E-12
11,FKBP11,-0.62,28.3,2.95E-12
11,KLF4,-0.25,60.3,6.66E-12
11,PIGR,-0.66,46.6,7.68E-12
11,SLC17A4,-0.4,8.8,8.83E-12
11,SH3BGRL3,-0.38,91.5,2.00E-11
11,ITM2C,-0.56,69.4,2.55E-11
11,LINC00513,-0.37,11.5,3.14E-11
11,ELL2,-0.34,22,3.55E-11
11,SH3BGRL,-0.43,35.5,3.97E-11
11,PRMT9,-0.37,10.5,4.00E-11
11,Z93241.1,-0.38,14.7,4.88E-11
11,PRAC1,-0.37,6.4,1.03E-10
11,RNF19A,-0.31,36.8,1.39E-10
11,YME1L1,-0.27,65.6,4.20E-10
11,MIR194-2HG,-0.34,27.9,5.41E-10
11,DNAJA1,-0.61,82.9,7.80E-10
11,HEXIM1,-0.51,57.6,9.25E-10
11,NUCB2,-0.34,29.5,1.12E-09
11,PNRC1,-0.54,70.5,1.35E-09
11,G0S2,-0.52,12,3.22E-09
11,FABP1,-0.54,49.8,3.49E-09
11,BCL11B,-0.39,20.9,4.19E-09
11,RNF139,-0.27,26.7,6.47E-09
11,ETS1,-0.49,15.7,1.03E-08
11,TAGLN,-0.55,10.8,1.65E-08
11,HRCT1,-0.34,9.4,1.72E-08
11,APOBR,-0.36,17.7,1.94E-08
11,HLA-DRB1,-1.21,15.2,2.13E-08
11,ID3,-0.54,36.9,2.15E-08
11,TUBA1A,-0.55,19.3,2.32E-08
11,VAMP5,-0.28,14.8,3.01E-08
11,AC026979.2,-0.36,9.6,3.46E-08
11,MTRNR2L12,-0.29,45.1,4.24E-08
11,TYMP,-0.4,23.8,6.53E-08
11,PRKACB,-0.28,18.1,6.74E-08
11,MAN1A1,-0.26,23.9,8.86E-08
11,GTF2B,-0.33,39.8,1.19E-07
11,MT1F,-0.4,13.3,1.26E-07
11,SAMHD1,-0.36,12.5,1.60E-07
11,ATP2A3,-0.34,26.5,3.29E-07
11,SYTL2,-0.42,35.8,3.63E-07
11,BLOC1S1,-0.35,64.3,3.70E-07
11,DHRS11,-0.33,28.8,4.85E-07
11,TLN1,-0.29,52.7,8.93E-07
11,IFI16,-0.38,28.7,9.67E-07
11,HIST1H1D,-0.26,10.6,1.17E-06
11,MAFB,-0.25,16.2,1.85E-06
11,FCGBP,-1.95,31.5,3.41E-06
11,IL6ST,-0.31,37.4,3.58E-06
11,SLC51B,-0.38,8.7,4.37E-06
11,IGLC3,-3.51,30.5,7.98E-06
13,SH2D6,2.16,17.2,0
13,AZGP1,1.71,28,0
13,TRPM5,1.6,18.5,0
13,HPGDS,1.58,13.1,0
13,COL27A1,1.38,22.7,0
13,SOX4,1.35,78.3,0
13,BMX,1.34,14.7,0
13,IL17RB,1.15,18.7,0
13,SOX9,1.14,54.3,0
13,KRT18,1.12,93.7,0
13,RNF43,1.05,39.4,0
13,SLC12A2,1.05,59.4,0
13,GPX2,1.03,62.1,0
13,SH2D7,1.01,12.5,0
13,HTR3E,0.9,11.5,0
13,ASCL2,0.89,30.1,0
13,EPHB3,0.89,28,0
13,GNG13,0.86,10.1,0
13,PROX1,0.8,26.4,0
13,OGDHL,0.74,10.6,0
13,B4GALNT4,0.74,12.1,0
13,MLXIPL,0.59,19.3,0
13,TMSB4X,-1.12,88.4,0
13,TSC22D3,-1.69,11.7,0
13,VIM,-2.04,9,0
13,SRGN,-2.29,7.7,0
13,DUSP1,-1.04,31.3,5.73E-304
13,CCSER1,1.09,26.4,6.18E-304
13,OLFM4,1.48,32.2,3.04E-295
13,MARCKSL1,1.24,68.9,3.55E-293
13,DPEP1,0.93,26.7,2.58E-290
13,TFF3,-0.44,73.8,7.30E-287
13,LGR5,0.46,12.9,5.80E-281
13,PLEKHB1,0.57,15.2,1.71E-257
13,ELF3,0.62,83.8,1.36E-256
13,AVIL,1.12,15.9,9.99E-255
13,LYZ,0.88,43.4,9.83E-254
13,PTGS1,1.05,14.5,5.79E-250
13,PGGHG,0.88,29,2.29E-244
13,AC103702.2,0.85,52.5,4.74E-238
